timestamp,sensor_id,value
2026-08-07 17:14:06,kitchen-motion,ON
2026-08-07 17:14:09,bathroom-motion,ON
2026-08-07 17:14:12,living-temp,18.8
2026-08-07 17:14:15,bedroom-motion,ON
2026-08-07 17:14:18,kitchen-motion,ON
2026-08-07 17:14:21,front-door,CLOSE
2026-08-07 17:14:24,bedroom-motion,ON
2026-08-07 17:14:27,kitchen-motion,ON
2026-08-07 17:14:30,fridge-door,OPEN
2026-08-07 17:14:33,fridge-door,OPEN
2026-08-07 17:14:36,fridge-door,OPEN
2026-08-07 17:14:39,front-door,OPEN
2026-08-07 17:14:42,bathroom-motion,ON
2026-08-07 17:14:45,fridge-door,OPEN
2026-08-07 17:14:48,fridge-door,CLOSE
2026-08-07 17:14:51,living-motion,ON
2026-08-07 17:14:54,living-motion,ON
2026-08-07 17:14:57,bedroom-motion,ON
2026-08-07 17:15:00,bedroom-motion,ON
2026-08-07 17:15:03,bedroom-motion,ON
2026-08-07 17:15:06,living-motion,ON
2026-08-07 17:15:09,bathroom-motion,ON
2026-08-07 17:15:12,kitchen-motion,ON
2026-08-07 17:15:15,bedroom-motion,ON
2026-08-07 17:15:18,living-temp,19.5
2026-08-07 17:15:21,fridge-door,OPEN
2026-08-07 17:15:24,fridge-door,OPEN
2026-08-07 17:15:27,fridge-door,CLOSE
2026-08-07 17:15:30,living-motion,ON
2026-08-07 17:15:33,bedroom-motion,ON
2026-08-07 17:15:36,living-motion,ON
2026-08-07 17:15:39,kitchen-motion,ON
2026-08-07 17:15:42,bathroom-motion,ON
2026-08-07 17:15:45,living-temp,20.2
2026-08-07 17:15:48,living-temp,20.2
2026-08-07 17:15:51,front-door,OPEN
2026-08-07 17:15:54,front-door,OPEN
2026-08-07 17:15:57,bathroom-motion,ON
2026-08-07 17:16:00,fridge-door,OPEN
2026-08-07 17:16:03,living-temp,19.7
2026-08-07 17:16:06,fridge-door,OPEN
2026-08-07 17:16:09,living-temp,21.1
2026-08-07 17:16:12,front-door,CLOSE
2026-08-07 17:16:15,kitchen-motion,ON
2026-08-07 17:16:18,kitchen-motion,ON
2026-08-07 17:16:21,fridge-door,CLOSE
2026-08-07 17:16:24,living-temp,19.2
2026-08-07 17:16:27,bedroom-motion,ON
2026-08-07 17:16:30,living-temp,19.0
2026-08-07 17:16:33,living-motion,ON
2026-08-07 17:16:36,living-motion,ON
2026-08-07 17:16:39,living-motion,ON
2026-08-07 17:16:42,fridge-door,OPEN
2026-08-07 17:16:45,living-motion,ON
2026-08-07 17:16:48,front-door,CLOSE
2026-08-07 17:16:52,kitchen-motion,ON
2026-08-07 17:16:55,living-temp,19.4
2026-08-07 17:16:58,fridge-door,OPEN
2026-08-07 17:17:01,living-motion,ON
2026-08-07 17:17:04,living-motion,ON
2026-08-07 17:17:07,bed-mat,OCCUPIED
2026-08-07 17:17:10,fridge-door,CLOSE
2026-08-07 17:17:13,front-door,CLOSE
2026-08-07 17:17:16,kitchen-motion,ON
2026-08-07 17:17:19,living-motion,ON
2026-08-07 17:17:22,front-door,OPEN
2026-08-07 17:17:25,front-door,CLOSE
2026-08-07 17:17:28,living-temp,20.3
2026-08-07 17:17:31,front-door,CLOSE
2026-08-07 17:17:34,fridge-door,OPEN
2026-08-07 17:17:37,bed-mat,OCCUPIED
2026-08-07 17:17:40,bedroom-motion,ON
2026-08-07 17:17:43,kitchen-motion,ON
2026-08-07 17:17:46,living-motion,ON
2026-08-07 17:17:49,bed-mat,OCCUPIED
2026-08-07 17:17:52,kitchen-motion,ON
2026-08-07 17:17:55,living-motion,ON
2026-08-07 17:17:58,front-door,OPEN
2026-08-07 17:18:01,fridge-door,CLOSE
2026-08-07 17:18:04,kitchen-motion,ON
2026-08-07 17:18:07,living-motion,ON
2026-08-07 17:18:10,bed-mat,EMPTY
2026-08-07 17:18:13,bed-mat,EMPTY
2026-08-07 17:18:16,living-motion,ON
2026-08-07 17:18:19,fridge-door,OPEN
2026-08-07 17:18:22,bedroom-motion,ON
2026-08-07 17:18:25,bathroom-motion,ON
2026-08-07 17:18:28,living-motion,ON
2026-08-07 17:18:31,front-door,CLOSE
2026-08-07 17:18:34,fridge-door,CLOSE
2026-08-07 17:18:37,front-door,CLOSE
2026-08-07 17:18:40,living-motion,ON
2026-08-07 17:18:43,front-door,OPEN
2026-08-07 17:18:46,front-door,CLOSE
2026-08-07 17:18:49,living-temp,20.2
2026-08-07 17:18:52,bedroom-motion,ON
2026-08-07 17:18:55,bed-mat,EMPTY
2026-08-07 17:18:58,front-door,CLOSE
2026-08-07 17:19:01,bathroom-motion,ON
2026-08-07 17:19:04,bed-mat,OCCUPIED
2026-08-07 17:19:07,bathroom-motion,ON
2026-08-07 17:19:10,fridge-door,OPEN
2026-08-07 17:19:13,bathroom-motion,ON
2026-08-07 17:19:16,living-temp,19.1
2026-08-07 17:19:19,fridge-door,CLOSE
2026-08-07 17:19:22,fridge-door,CLOSE
2026-08-07 17:19:25,bedroom-motion,ON
2026-08-07 17:19:28,front-door,CLOSE
2026-08-07 17:19:31,fridge-door,CLOSE
2026-08-07 17:19:34,bathroom-motion,ON
2026-08-07 17:19:37,bathroom-motion,ON
2026-08-07 17:19:40,kitchen-motion,ON
2026-08-07 17:19:43,living-temp,18.7
2026-08-07 17:19:46,bathroom-motion,ON
2026-08-07 17:19:49,living-temp,19.2
2026-08-07 17:19:52,living-temp,21.0
2026-08-07 17:19:55,fridge-door,OPEN
2026-08-07 17:19:58,living-temp,21.1
2026-08-07 17:20:01,bathroom-motion,ON
2026-08-07 17:20:04,living-motion,ON
2026-08-07 17:20:07,fridge-door,CLOSE
2026-08-07 17:20:10,bathroom-motion,ON
2026-08-07 17:20:13,living-motion,ON
2026-08-07 17:20:16,bathroom-motion,ON
2026-08-07 17:20:19,bathroom-motion,ON
2026-08-07 17:20:22,fridge-door,CLOSE
2026-08-07 17:20:25,front-door,CLOSE
2026-08-07 17:20:28,living-temp,21.0
2026-08-07 17:20:31,fridge-door,OPEN
2026-08-07 17:20:34,bedroom-motion,ON
2026-08-07 17:20:37,kitchen-motion,ON
2026-08-07 17:20:40,bedroom-motion,ON
2026-08-07 17:20:43,bedroom-motion,ON
2026-08-07 17:20:46,fridge-door,CLOSE
2026-08-07 17:20:49,kitchen-motion,ON
2026-08-07 17:20:52,fridge-door,CLOSE
2026-08-07 17:20:55,living-motion,ON
2026-08-07 17:20:58,living-temp,21.4
2026-08-07 17:21:01,fridge-door,OPEN
2026-08-07 17:21:04,living-motion,ON
2026-08-07 17:21:07,bathroom-motion,ON
2026-08-07 17:21:10,living-motion,ON
2026-08-07 17:21:13,living-motion,ON
2026-08-07 17:21:16,living-motion,ON
2026-08-07 17:21:19,living-motion,ON
2026-08-07 17:21:22,bed-mat,EMPTY
2026-08-07 17:21:25,living-motion,ON
2026-08-07 17:21:28,bedroom-motion,ON
2026-08-07 17:21:31,living-motion,ON
2026-08-07 17:21:34,living-motion,ON
2026-08-07 17:21:37,fridge-door,OPEN
2026-08-07 17:21:40,living-motion,ON
2026-08-07 17:21:43,living-motion,ON
2026-08-07 17:21:46,living-motion,ON
2026-08-07 17:21:49,fridge-door,CLOSE
2026-08-07 17:21:52,bedroom-motion,ON
2026-08-07 17:21:55,living-motion,ON
2026-08-07 17:21:58,bed-mat,OCCUPIED
2026-08-07 17:22:01,bathroom-motion,ON
2026-08-07 17:22:04,living-temp,19.3
2026-08-07 17:22:07,bathroom-motion,ON
2026-08-07 17:22:10,fridge-door,OPEN
2026-08-07 17:22:13,living-motion,ON
2026-08-07 17:22:16,kitchen-motion,ON
2026-08-07 17:22:19,front-door,OPEN
2026-08-07 17:22:22,living-motion,ON
2026-08-07 17:22:25,bed-mat,EMPTY
2026-08-07 17:22:28,bed-mat,EMPTY
2026-08-07 17:22:31,living-motion,ON
2026-08-07 17:22:34,living-temp,20.8
2026-08-07 17:22:37,bedroom-motion,ON
2026-08-07 17:22:40,front-door,CLOSE
2026-08-07 17:22:43,kitchen-motion,ON
2026-08-07 17:22:46,bedroom-motion,ON
2026-08-07 17:22:49,living-temp,20.1
2026-08-07 17:22:52,bed-mat,EMPTY
2026-08-07 17:22:55,kitchen-motion,ON
2026-08-07 17:22:59,living-temp,19.4
2026-08-07 17:23:02,bathroom-motion,ON
2026-08-07 17:23:05,bedroom-motion,ON
2026-08-07 17:23:08,front-door,OPEN
2026-08-07 17:23:11,living-temp,19.6
2026-08-07 17:23:14,bathroom-motion,ON
2026-08-07 17:23:17,bed-mat,OCCUPIED
2026-08-07 17:23:20,living-motion,ON
2026-08-07 17:23:23,kitchen-motion,ON
2026-08-07 17:23:26,bed-mat,OCCUPIED
2026-08-07 17:23:29,bedroom-motion,ON
2026-08-07 17:23:32,living-motion,ON
2026-08-07 17:23:35,living-temp,21.4
2026-08-07 17:23:38,bedroom-motion,ON
2026-08-07 17:23:41,fridge-door,CLOSE
2026-08-07 17:23:44,front-door,OPEN
2026-08-07 17:23:47,bed-mat,OCCUPIED
2026-08-07 17:23:50,front-door,CLOSE
2026-08-07 17:23:53,fridge-door,OPEN
2026-08-07 17:23:56,front-door,CLOSE
2026-08-07 17:23:59,fridge-door,OPEN
2026-08-07 17:24:02,bed-mat,OCCUPIED
2026-08-07 17:24:05,bed-mat,EMPTY
2026-08-07 17:24:08,fridge-door,CLOSE
2026-08-07 17:24:11,kitchen-motion,ON
2026-08-07 17:24:14,bedroom-motion,ON
2026-08-07 17:24:17,fridge-door,OPEN
2026-08-07 17:24:20,front-door,OPEN
2026-08-07 17:24:23,bed-mat,OCCUPIED
2026-08-07 17:24:26,living-motion,ON
2026-08-07 17:24:29,living-motion,ON
2026-08-07 17:24:32,kitchen-motion,ON
2026-08-07 17:24:35,living-temp,19.4
2026-08-07 17:24:38,living-motion,ON
2026-08-07 17:24:41,fridge-door,OPEN
2026-08-07 17:24:44,bathroom-motion,ON
2026-08-07 17:24:47,bed-mat,EMPTY
2026-08-07 17:24:50,living-temp,18.8
2026-08-07 17:24:53,front-door,CLOSE
2026-08-07 17:24:56,bathroom-motion,ON
2026-08-07 17:24:59,living-temp,20.8
2026-08-07 17:25:02,kitchen-motion,ON
2026-08-07 17:25:05,living-motion,ON
2026-08-07 17:25:08,bed-mat,EMPTY
2026-08-07 17:25:11,bedroom-motion,ON
2026-08-07 17:25:14,fridge-door,CLOSE
2026-08-07 17:25:17,bed-mat,EMPTY
2026-08-07 17:25:20,bedroom-motion,ON
2026-08-07 17:25:23,bed-mat,EMPTY
2026-08-07 17:25:26,bathroom-motion,ON
2026-08-07 17:25:29,front-door,OPEN
2026-08-07 17:25:32,bedroom-motion,ON
2026-08-07 17:25:35,front-door,OPEN
2026-08-07 17:25:38,living-temp,20.5
2026-08-07 17:25:41,bathroom-motion,ON
2026-08-07 17:25:44,front-door,OPEN
2026-08-07 17:25:47,fridge-door,CLOSE
2026-08-07 17:25:50,front-door,CLOSE
2026-08-07 17:25:53,bed-mat,OCCUPIED
2026-08-07 17:25:56,living-temp,18.9
2026-08-07 17:25:59,front-door,OPEN
2026-08-07 17:26:02,bed-mat,EMPTY
2026-08-07 17:26:05,living-motion,ON
2026-08-07 17:26:08,bathroom-motion,ON
2026-08-07 17:26:11,living-motion,ON
2026-08-07 17:26:14,living-motion,ON
2026-08-07 17:26:17,kitchen-motion,ON
2026-08-07 17:26:20,kitchen-motion,ON
2026-08-07 17:26:23,living-motion,ON
2026-08-07 17:26:26,bedroom-motion,ON
2026-08-07 17:26:29,living-motion,ON
2026-08-07 17:26:32,bathroom-motion,ON
2026-08-07 17:26:35,kitchen-motion,ON
2026-08-07 17:26:38,bed-mat,EMPTY
2026-08-07 17:26:41,bathroom-motion,ON
2026-08-07 17:26:44,fridge-door,CLOSE
2026-08-07 17:26:47,bathroom-motion,ON
2026-08-07 17:26:50,bathroom-motion,ON
2026-08-07 17:26:53,kitchen-motion,ON
2026-08-07 17:26:56,living-motion,ON
2026-08-07 17:26:59,fridge-door,OPEN
2026-08-07 17:27:02,living-motion,ON
2026-08-07 17:27:05,bedroom-motion,ON
2026-08-07 17:27:08,living-motion,ON
2026-08-07 17:27:11,living-temp,20.9
2026-08-07 17:27:14,living-motion,ON
2026-08-07 17:27:17,kitchen-motion,ON
2026-08-07 17:27:20,fridge-door,CLOSE
2026-08-07 17:27:23,kitchen-motion,ON
2026-08-07 17:27:26,bathroom-motion,ON
2026-08-07 17:27:29,front-door,CLOSE
2026-08-07 17:27:32,bathroom-motion,ON
2026-08-07 17:27:35,living-temp,20.0
2026-08-07 17:27:38,front-door,OPEN
2026-08-07 17:27:41,fridge-door,CLOSE
2026-08-07 17:27:44,bathroom-motion,ON
2026-08-07 17:27:47,kitchen-motion,ON
2026-08-07 17:27:50,kitchen-motion,ON
2026-08-07 17:27:53,living-temp,19.5
2026-08-07 17:27:56,living-temp,20.8
2026-08-07 17:27:59,fridge-door,OPEN
2026-08-07 17:28:02,bedroom-motion,ON
2026-08-07 17:28:05,fridge-door,OPEN
2026-08-07 17:28:08,kitchen-motion,ON
2026-08-07 17:28:11,living-temp,19.5
2026-08-07 17:28:14,bed-mat,OCCUPIED
2026-08-07 17:28:17,living-temp,20.3
2026-08-07 17:28:20,fridge-door,CLOSE
2026-08-07 17:28:23,fridge-door,CLOSE
2026-08-07 17:28:26,living-motion,ON
2026-08-07 17:28:29,front-door,OPEN
2026-08-07 17:28:32,bed-mat,EMPTY
2026-08-07 17:28:35,living-motion,ON
2026-08-07 17:28:38,front-door,CLOSE
2026-08-07 17:28:41,bedroom-motion,ON
2026-08-07 17:28:44,living-temp,19.6
2026-08-07 17:28:47,front-door,CLOSE
2026-08-07 17:28:50,bedroom-motion,ON
2026-08-07 17:28:53,front-door,OPEN
2026-08-07 17:28:56,bathroom-motion,ON
2026-08-07 17:28:59,bed-mat,OCCUPIED
2026-08-07 17:29:02,kitchen-motion,ON
2026-08-07 17:29:05,fridge-door,CLOSE
2026-08-07 17:29:08,living-motion,ON
2026-08-07 17:30:01,living-motion,ON
2026-08-07 17:30:04,kitchen-motion,ON
2026-08-07 17:30:07,kitchen-motion,ON
2026-08-07 17:30:10,bathroom-motion,ON
2026-08-07 17:30:20,bedroom-motion,ON
2026-08-07 17:30:23,bedroom-motion,ON
2026-08-07 17:30:26,fridge-door,OPEN
2026-08-07 17:30:29,living-temp,19.7
2026-08-07 17:31:58,kitchen-motion,ON
2026-08-07 17:32:01,living-temp,19.4
2026-08-07 17:32:04,bathroom-motion,ON
2026-08-07 17:32:07,fridge-door,CLOSE
2026-08-07 17:32:10,bedroom-motion,ON
2026-08-07 17:32:13,fridge-door,OPEN
2026-08-07 17:32:16,bed-mat,OCCUPIED
2026-08-07 17:32:19,living-temp,20.7
2026-08-07 17:32:22,living-temp,20.8
2026-08-07 17:32:25,bedroom-motion,ON
2026-08-07 17:32:28,kitchen-motion,ON
2026-08-07 17:32:31,bathroom-motion,ON
2026-08-07 17:32:34,bedroom-motion,ON
2026-08-07 17:32:37,bathroom-motion,ON
2026-08-07 17:32:40,front-door,CLOSE
2026-08-07 17:32:43,living-motion,ON
2026-08-07 17:32:46,kitchen-motion,ON
2026-08-07 17:32:49,bedroom-motion,ON
2026-08-07 17:32:52,kitchen-motion,ON
2026-08-07 17:32:55,bedroom-motion,ON
2026-08-07 17:32:58,bed-mat,EMPTY
2026-08-07 17:33:01,bedroom-motion,ON
2026-08-07 17:33:04,fridge-door,OPEN
2026-08-07 17:33:07,bathroom-motion,ON
2026-08-07 17:33:10,living-motion,ON
2026-08-07 17:33:13,kitchen-motion,ON
2026-08-07 17:33:16,living-temp,20.2
2026-08-07 17:33:19,living-temp,21.0
2026-08-07 17:33:22,fridge-door,CLOSE
2026-08-07 17:33:25,fridge-door,CLOSE
2026-08-07 17:33:28,bed-mat,OCCUPIED
2026-08-07 17:33:31,kitchen-motion,ON
2026-08-07 17:33:34,fridge-door,CLOSE
2026-08-07 17:33:37,kitchen-motion,ON
2026-08-07 17:33:40,bathroom-motion,ON
2026-08-07 17:33:43,kitchen-motion,ON
2026-08-07 17:33:46,living-temp,18.7
2026-08-07 17:33:49,bathroom-motion,ON
2026-08-07 17:33:52,kitchen-motion,ON
2026-08-07 17:33:55,front-door,OPEN
2026-08-07 17:33:58,front-door,OPEN
2026-08-07 17:34:01,front-door,CLOSE
2026-08-07 17:34:04,living-motion,ON
2026-08-07 17:34:07,living-motion,ON
2026-08-07 17:34:10,bathroom-motion,ON
2026-08-07 17:34:13,bedroom-motion,ON
2026-08-07 17:34:16,bathroom-motion,ON
2026-08-07 17:34:19,front-door,CLOSE
2026-08-07 17:34:22,living-temp,20.8
2026-08-07 17:34:25,bedroom-motion,ON
2026-08-07 17:34:28,living-temp,19.8
2026-08-07 17:34:31,bedroom-motion,ON
2026-08-07 17:34:34,bed-mat,OCCUPIED
2026-08-07 17:34:37,living-motion,ON
2026-08-07 17:34:40,bed-mat,OCCUPIED
2026-08-07 17:34:43,kitchen-motion,ON
2026-08-07 17:34:46,kitchen-motion,ON
2026-08-07 17:34:49,bed-mat,EMPTY
2026-08-07 17:34:52,bathroom-motion,ON
2026-08-07 17:34:55,bed-mat,EMPTY
2026-08-07 17:34:58,fridge-door,CLOSE
2026-08-07 17:35:01,bedroom-motion,ON
2026-08-07 17:35:04,bedroom-motion,ON
2026-08-07 17:35:07,kitchen-motion,ON
2026-08-07 17:35:10,bedroom-motion,ON
2026-08-07 17:35:13,bedroom-motion,ON
2026-08-07 17:35:16,bedroom-motion,ON
2026-08-07 17:35:19,bed-mat,EMPTY
2026-08-07 17:35:22,fridge-door,OPEN
2026-08-07 17:35:25,bedroom-motion,ON
2026-08-07 17:35:28,fridge-door,CLOSE
2026-08-07 17:35:31,fridge-door,CLOSE
2026-08-07 17:35:34,living-motion,ON
2026-08-07 17:35:37,fridge-door,CLOSE
2026-08-07 17:35:40,bathroom-motion,ON
2026-08-07 17:35:43,bathroom-motion,ON
2026-08-07 17:35:46,fridge-door,CLOSE
2026-08-07 17:35:49,bed-mat,OCCUPIED
2026-08-07 17:35:52,fridge-door,OPEN
2026-08-07 17:35:55,living-motion,ON
2026-08-07 17:35:58,bedroom-motion,ON
2026-08-07 17:36:01,bed-mat,OCCUPIED
2026-08-07 17:36:04,bed-mat,OCCUPIED
2026-08-07 17:36:07,bed-mat,EMPTY
2026-08-07 17:36:10,living-motion,ON
2026-08-07 17:36:13,living-temp,21.1
2026-08-07 17:36:16,bedroom-motion,ON
2026-08-07 17:36:19,fridge-door,OPEN
2026-08-07 17:36:22,living-motion,ON
2026-08-07 17:36:25,bed-mat,OCCUPIED
2026-08-07 17:36:28,living-temp,20.7
2026-08-07 17:36:31,fridge-door,OPEN
2026-08-07 17:36:34,fridge-door,CLOSE
2026-08-07 17:36:37,bathroom-motion,ON
2026-08-07 17:36:40,bathroom-motion,ON
2026-08-07 17:36:43,bathroom-motion,ON
2026-08-07 17:36:46,front-door,OPEN
2026-08-07 17:36:49,living-temp,20.4
2026-08-07 17:36:52,living-motion,ON
2026-08-07 17:36:55,living-motion,ON
2026-08-07 17:36:58,bathroom-motion,ON
2026-08-07 17:37:01,kitchen-motion,ON
2026-08-07 17:37:04,bathroom-motion,ON
2026-08-07 17:37:07,bathroom-motion,ON
2026-08-07 17:37:10,kitchen-motion,ON
2026-08-07 17:37:13,kitchen-motion,ON
2026-08-07 17:37:16,living-motion,ON
2026-08-07 17:37:19,bathroom-motion,ON
2026-08-07 17:37:22,kitchen-motion,ON
2026-08-07 17:37:25,front-door,CLOSE
2026-08-07 17:37:28,front-door,CLOSE
2026-08-07 17:37:31,kitchen-motion,ON
2026-08-07 17:37:34,bathroom-motion,ON
2026-08-07 17:37:37,front-door,CLOSE
2026-08-07 17:37:40,fridge-door,CLOSE
2026-08-07 17:37:43,living-temp,19.9
2026-08-07 17:37:46,fridge-door,OPEN
2026-08-07 17:37:49,living-temp,20.6
2026-08-07 17:37:52,front-door,CLOSE
2026-08-07 17:37:55,living-motion,ON
2026-08-07 17:37:58,living-motion,ON
2026-08-07 17:38:01,fridge-door,CLOSE
2026-08-07 17:38:04,kitchen-motion,ON
2026-08-07 17:38:07,front-door,CLOSE
2026-08-07 17:38:10,bedroom-motion,ON
2026-08-07 17:38:13,bed-mat,OCCUPIED
2026-08-07 17:38:16,fridge-door,CLOSE
2026-08-07 17:38:19,front-door,CLOSE
2026-08-07 17:38:22,fridge-door,OPEN
2026-08-07 17:38:25,bed-mat,OCCUPIED
2026-08-07 17:38:28,bathroom-motion,ON
2026-08-07 17:38:31,bathroom-motion,ON
2026-08-07 17:38:34,bathroom-motion,ON
2026-08-07 17:38:37,fridge-door,OPEN
2026-08-07 17:38:40,living-temp,21.0
2026-08-07 17:38:43,bed-mat,EMPTY
2026-08-07 17:38:46,bathroom-motion,ON
2026-08-07 17:38:49,bedroom-motion,ON
2026-08-07 17:38:52,living-temp,19.5
2026-08-07 17:38:55,fridge-door,OPEN
2026-08-07 17:38:58,bedroom-motion,ON
2026-08-07 17:39:01,bed-mat,OCCUPIED
2026-08-07 17:39:04,fridge-door,OPEN
2026-08-07 17:39:07,bed-mat,EMPTY
2026-08-07 17:39:10,front-door,CLOSE
2026-08-07 17:39:13,living-temp,20.6
2026-08-07 17:39:16,bathroom-motion,ON
2026-08-07 17:39:19,bed-mat,OCCUPIED
2026-08-07 17:39:22,living-temp,20.4
2026-08-07 17:39:25,bathroom-motion,ON
2026-08-07 17:39:28,bed-mat,OCCUPIED
2026-08-07 17:39:31,bed-mat,OCCUPIED
2026-08-07 17:39:34,living-temp,18.7
2026-08-07 17:39:37,fridge-door,CLOSE
2026-08-07 17:39:40,bedroom-motion,ON
2026-08-07 17:39:43,bathroom-motion,ON
2026-08-07 17:39:46,kitchen-motion,ON
2026-08-07 17:39:49,front-door,CLOSE
2026-08-07 17:39:52,fridge-door,CLOSE
2026-08-07 17:39:55,kitchen-motion,ON
2026-08-07 17:39:58,living-motion,ON
2026-08-07 17:40:01,fridge-door,OPEN
2026-08-07 17:40:04,bedroom-motion,ON
2026-08-07 17:40:07,living-temp,21.2
2026-08-07 17:40:10,living-temp,20.6
2026-08-07 17:40:13,front-door,CLOSE
2026-08-07 17:40:16,bathroom-motion,ON
2026-08-07 17:40:19,fridge-door,CLOSE
2026-08-07 17:40:22,fridge-door,CLOSE
2026-08-07 17:40:25,bedroom-motion,ON
2026-08-07 17:40:28,living-motion,ON
2026-08-07 17:40:31,front-door,CLOSE
2026-08-07 17:40:34,kitchen-motion,ON
2026-08-07 17:40:37,front-door,CLOSE
2026-08-07 17:40:40,bedroom-motion,ON
2026-08-07 17:40:43,kitchen-motion,ON
2026-08-07 17:40:46,living-motion,ON
2026-08-07 17:40:49,living-motion,ON
2026-08-07 17:40:52,bathroom-motion,ON
2026-08-07 17:40:55,bedroom-motion,ON
2026-08-07 17:40:59,fridge-door,CLOSE
2026-08-07 17:41:02,living-temp,19.9
2026-08-07 17:41:05,living-motion,ON
2026-08-07 17:41:08,living-motion,ON
2026-08-07 17:41:11,bed-mat,OCCUPIED
2026-08-07 17:41:14,bathroom-motion,ON
2026-08-07 17:41:17,bedroom-motion,ON
2026-08-07 17:41:20,front-door,CLOSE
2026-08-07 17:41:23,living-temp,20.3
2026-08-07 17:41:26,bed-mat,EMPTY
2026-08-07 17:41:29,front-door,OPEN
2026-08-07 17:41:32,bathroom-motion,ON
2026-08-07 17:41:35,bed-mat,OCCUPIED
2026-08-07 17:41:38,bed-mat,EMPTY
2026-08-07 17:41:41,kitchen-motion,ON
2026-08-07 17:41:44,bathroom-motion,ON
2026-08-07 17:41:47,front-door,CLOSE
2026-08-07 17:41:50,bathroom-motion,ON
2026-08-07 17:41:53,kitchen-motion,ON
2026-08-07 17:41:56,living-temp,21.4
2026-08-07 17:41:59,fridge-door,OPEN
2026-08-07 17:42:02,living-motion,ON
2026-08-07 17:42:05,bed-mat,EMPTY
2026-08-07 17:42:08,kitchen-motion,ON
2026-08-07 17:42:11,bed-mat,OCCUPIED
2026-08-07 17:42:14,front-door,CLOSE
2026-08-07 17:42:17,front-door,OPEN
2026-08-07 17:42:20,bedroom-motion,ON
2026-08-07 17:42:23,front-door,CLOSE
2026-08-07 17:42:26,bathroom-motion,ON
2026-08-07 17:42:29,living-temp,21.0
2026-08-07 17:42:32,bedroom-motion,ON
2026-08-07 17:42:35,bedroom-motion,ON
2026-08-07 17:42:38,bathroom-motion,ON
2026-08-07 17:42:41,bathroom-motion,ON
2026-08-07 17:42:44,living-temp,20.6
2026-08-07 17:42:47,kitchen-motion,ON
2026-08-07 17:42:50,bed-mat,OCCUPIED
2026-08-07 17:42:53,kitchen-motion,ON
2026-08-07 17:42:56,living-temp,19.4
2026-08-07 17:42:59,bathroom-motion,ON
2026-08-07 17:43:02,kitchen-motion,ON
2026-08-07 17:43:05,living-temp,19.3
2026-08-07 17:43:08,bed-mat,EMPTY
2026-08-07 17:43:11,bathroom-motion,ON
2026-08-07 17:43:14,front-door,OPEN
2026-08-07 17:43:17,front-door,OPEN
2026-08-07 17:43:20,living-motion,ON
2026-08-07 17:43:23,fridge-door,CLOSE
2026-08-07 17:43:26,kitchen-motion,ON
2026-08-07 17:43:29,kitchen-motion,ON
2026-08-07 17:43:32,kitchen-motion,ON
2026-08-07 17:43:35,bed-mat,EMPTY
2026-08-07 17:43:38,bed-mat,OCCUPIED
2026-08-07 17:43:41,fridge-door,OPEN
2026-08-07 17:43:44,fridge-door,CLOSE
2026-08-07 17:43:47,bed-mat,OCCUPIED
2026-08-07 17:43:50,bed-mat,EMPTY
2026-08-07 17:43:53,fridge-door,OPEN
2026-08-07 17:43:56,bathroom-motion,ON
2026-08-07 17:43:59,front-door,OPEN
2026-08-07 17:44:02,bed-mat,EMPTY
2026-08-07 17:44:05,bed-mat,OCCUPIED
2026-08-07 17:44:08,bed-mat,EMPTY
2026-08-07 17:44:11,fridge-door,OPEN
2026-08-07 17:44:14,kitchen-motion,ON
2026-08-07 17:44:17,bedroom-motion,ON
2026-08-07 17:44:20,living-motion,ON
2026-08-07 17:44:23,kitchen-motion,ON
2026-08-07 17:44:26,front-door,CLOSE
2026-08-07 17:44:29,living-motion,ON
2026-08-07 17:44:32,bedroom-motion,ON
2026-08-07 17:44:35,front-door,CLOSE
2026-08-07 17:44:38,living-motion,ON
2026-08-07 17:44:41,bed-mat,EMPTY
2026-08-07 17:44:44,bed-mat,EMPTY
2026-08-07 17:44:47,fridge-door,CLOSE
2026-08-07 17:44:50,fridge-door,OPEN
2026-08-07 17:44:53,living-motion,ON
2026-08-07 17:44:56,front-door,OPEN
2026-08-07 17:44:59,bedroom-motion,ON
2026-08-07 17:45:02,bedroom-motion,ON
2026-08-07 17:45:05,living-motion,ON
2026-08-07 17:45:08,front-door,OPEN
2026-08-07 17:45:11,bathroom-motion,ON
2026-08-07 17:45:14,kitchen-motion,ON
2026-08-07 17:45:17,bedroom-motion,ON
2026-08-07 17:45:20,kitchen-motion,ON
2026-08-07 17:45:23,living-motion,ON
2026-08-07 17:45:26,living-temp,20.9
2026-08-07 17:45:29,front-door,CLOSE
2026-08-07 17:45:32,bed-mat,OCCUPIED
2026-08-07 17:45:35,living-temp,19.5
2026-08-07 17:45:38,front-door,CLOSE
2026-08-07 17:45:41,front-door,CLOSE
2026-08-07 17:45:44,fridge-door,OPEN
2026-08-07 17:45:47,living-motion,ON
2026-08-07 17:45:50,fridge-door,OPEN
2026-08-07 17:45:53,bathroom-motion,ON
2026-08-07 17:45:56,living-temp,19.0
2026-08-07 17:45:59,fridge-door,OPEN
2026-08-07 17:46:02,living-temp,20.9
2026-08-07 17:46:05,kitchen-motion,ON
2026-08-07 17:46:08,bedroom-motion,ON
2026-08-07 17:46:11,living-temp,19.3
2026-08-07 17:46:14,front-door,CLOSE
